@relation lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12

@attribute x_position numeric
@attribute y_position numeric
@attribute x_velocity numeric
@attribute y_velocity numeric
@attribute angle numeric
@attribute angular_velocity numeric
@attribute left_leg {0,1}
@attribute right_leg {0,1}
@attribute action {0,1,2,3}

@data
-0.780614,0.634471,-0.701658,-0.170996,-0.05902,-0.410956,0,0,0
-0.787838,0.630547,-0.70166,-0.175352,-0.079567,-0.410944,0,0,2
-0.795018,0.627746,-0.69719,-0.125718,-0.10021,-0.412846,0,0,2
-0.802102,0.626018,-0.6877,-0.078302,-0.12077,-0.411203,0,0,2
-0.809209,0.625226,-0.689556,-0.037049,-0.141818,-0.420961,0,0,0
-0.816316,0.624343,-0.689564,-0.041406,-0.162865,-0.420948,0,0,0
-0.823422,0.623368,-0.689572,-0.045763,-0.183912,-0.420935,0,0,0
-0.830527,0.622301,-0.689582,-0.05012,-0.204958,-0.420923,0,0,2
-0.837305,0.622193,-0.657805,-0.007729,-0.225186,-0.404566,0,0,2
-0.844046,0.622927,-0.653709,0.029366,-0.245893,-0.414132,0,0,2
-0.850375,0.62494,-0.61336,0.086094,-0.265782,-0.397782,0,0,0
-0.856702,0.626861,-0.613373,0.081742,-0.285671,-0.397771,0,0,0
-0.863029,0.62869,-0.613386,0.07739,-0.305559,-0.39776,0,0,2
-0.869051,0.631369,-0.583449,0.114999,-0.324979,-0.388408,0,0,2
-0.874971,0.635248,-0.572692,0.1679,-0.345233,-0.405083,0,0,2
-0.880611,0.640395,-0.544504,0.223989,-0.365687,-0.409083,0,0,0
-0.886249,0.645451,-0.544522,0.219636,-0.386141,-0.409071,0,0,0
-0.891885,0.650414,-0.544541,0.215283,-0.406594,-0.409059,0,0,0
-0.897521,0.655286,-0.544562,0.21093,-0.427046,-0.409048,0,0,2
-0.90293,0.661208,-0.521689,0.257252,-0.448014,-0.419353,0,0,0
-0.908338,0.667039,-0.521712,0.252898,-0.468981,-0.41934,0,0,0
-0.913744,0.672778,-0.521737,0.248545,-0.489947,-0.419328,0,0,0
-0.919148,0.678425,-0.521763,0.244192,-0.510913,-0.419315,0,0,0
-0.92455,0.68398,-0.521789,0.239839,-0.531878,-0.419302,0,0,0
-0.92995,0.689442,-0.521817,0.235487,-0.552842,-0.41929,0,0,0
-0.935348,0.694813,-0.521846,0.231135,-0.573806,-0.419277,0,0,0
-0.940744,0.700091,-0.521876,0.226784,-0.594769,-0.419264,0,0,0
-0.946138,0.705276,-0.521906,0.222433,-0.615732,-0.419251,0,0,0
-0.95153,0.71037,-0.521938,0.218083,-0.636694,-0.419239,0,0,0
-0.956919,0.71537,-0.521971,0.213733,-0.657655,-0.419226,0,0,0
-0.962306,0.720279,-0.522004,0.209383,-0.678616,-0.419213,0,0,1
-0.967757,0.725174,-0.530608,0.209645,-0.697147,-0.370622,0,0,1
-0.973281,0.730054,-0.540044,0.209899,-0.713119,-0.319443,0,0,1
-0.97887,0.734933,-0.548805,0.210904,-0.726448,-0.266574,0,0,1
-0.984524,0.739794,-0.557081,0.211096,-0.737405,-0.219148,0,0,0
-0.990177,0.744558,-0.557091,0.206768,-0.748363,-0.219147,0,0,0
-0.995829,0.749227,-0.557102,0.202441,-0.75932,-0.219145,0,0,0
-0.007082,1.401337,-0.717308,-0.425921,0.008213,0.162481,0,0,0
-0.014164,1.391682,-0.716339,-0.429211,0.016241,0.16059,0,0,0
-0.021246,1.381929,-0.716364,-0.433568,0.024265,0.160495,0,0,0
-0.028329,1.372079,-0.716388,-0.437898,0.032288,0.160475,0,0,0
-0.035412,1.362134,-0.716411,-0.442225,0.04031,0.160449,0,0,0
-0.042495,1.352092,-0.716435,-0.446551,0.04833,0.160423,0,0,0
-0.049579,1.341954,-0.716458,-0.450877,0.05635,0.160397,0,0,0
-0.056663,1.331719,-0.716482,-0.455204,0.064367,0.160372,0,0,0
-0.063747,1.321388,-0.716505,-0.459531,0.072384,0.160347,0,0,0
-0.070831,1.31096,-0.716528,-0.463858,0.080399,0.160321,0,0,0
-0.077916,1.300436,-0.716551,-0.468185,0.088413,0.160296,0,0,0
-0.085001,1.289816,-0.716573,-0.472512,0.096426,0.160271,0,0,0
-0.092086,1.279099,-0.716596,-0.47684,0.104438,0.160246,0,0,0
-0.099172,1.268286,-0.716618,-0.481168,0.112448,0.160221,0,0,0
-0.106258,1.257376,-0.716641,-0.485496,0.120457,0.160196,0,0,0
-0.113344,1.24637,-0.716663,-0.489824,0.128465,0.160171,0,0,0
-0.120431,1.235267,-0.716685,-0.494153,0.136472,0.160147,0,0,2
-0.127475,1.225125,-0.71308,-0.451587,0.145124,0.173063,0,0,2
-0.134564,1.216043,-0.717881,-0.404551,0.154089,0.179311,0,0,0
-0.141653,1.206864,-0.717903,-0.408886,0.163052,0.179284,0,0,0
-0.148743,1.197589,-0.717928,-0.413214,0.172014,0.179259,0,0,0
-0.155833,1.188218,-0.717951,-0.417544,0.180975,0.179231,0,0,0
-0.162924,1.178751,-0.717974,-0.421876,0.189934,0.179204,0,0,0
-0.170015,1.169188,-0.717997,-0.426207,0.198892,0.179177,0,0,1
-0.177187,1.159505,-0.728166,-0.431849,0.20994,0.220961,0,0,1
-0.184415,1.149682,-0.735217,-0.438386,0.22252,0.251613,0,0,1
-0.191705,1.139756,-0.7429,-0.443345,0.236654,0.282681,0,0,0
-0.198995,1.129735,-0.742894,-0.447681,0.250788,0.282677,0,0,0
-0.206285,1.119619,-0.742888,-0.452017,0.264922,0.282673,0,0,0
-0.213576,1.109408,-0.742882,-0.456353,0.279055,0.282669,0,0,0
-0.220867,1.099103,-0.742875,-0.460689,0.293188,0.282665,0,0,0
-0.228159,1.088704,-0.742868,-0.465025,0.307321,0.282661,0,0,0
-0.235451,1.078209,-0.74286,-0.469361,0.321454,0.282658,0,0,0
-0.242744,1.06762,-0.742852,-0.473697,0.335587,0.282654,0,0,0
-0.250038,1.056937,-0.742844,-0.478033,0.349719,0.28265,0,0,3
